y_true,y_pred
0,0.15029393
0,0.32199085
0,0.26842025
0,0.3086621
0,0.32025424
0,0.318189
0,0.30659685
0,0.28106317
0,0.2749342
0,0.2749342
0,0.2766266
0,0.27624282
0,0.25903466
0,0.25903466
0,0.2573349
0,0.25940752
0,0.25903466
0,0.3046876
0,0.3046876
0,0.3046876
0,0.261546
0,0.30215308
0,0.2960241
0,0.26767495
0,0.2960241
0,0.28075522
0,0.2618029
0,0.2618029
0,0.2618029
0,0.2546191
0,0.27009016
0,0.30196318
0,0.32156822
0,0.34667805
0,0.15871488
0,0.34234908
0,0.33904317
0,0.34657887
1,0.34657887
0,0.34657887
0,0.15818165
0,0.31104693
0,0.35427198
0,0.31801608
1,0.34657887
0,0.32925645
0,0.32925645
0,0.3217207
0,0.3217207
0,0.31012854
0,0.2930628
0,0.2562687
0,0.28519174
0,0.2557545
0,0.26210487
0,0.26172864
0,0.27268407
0,0.27695337
0,0.2747493
0,0.27824304
1,0.2960241
1,0.2960241
0,0.2807994
0,0.26147085
0,0.26147085
0,0.31033698
0,0.30371618
1,0.31239843
1,0.30682
1,0.30644378
1,0.30508342
0,0.15362766
0,0.23146605
0,0.26421466
0,0.21975866
0,0.22219612
0,0.217905
0,0.22995283
0,0.23032904
0,0.2819704
0,0.23566078
1,0.3168761
1,0.3047072
0,0.20982979
1,0.32067797
1,0.32067797
0,0.20454249
0,0.25642863
1,0.25642863
0,0.25283128
1,0.31622472
1,0.3144881
1,0.24375446
0,0.16172427
0,0.23553322
0,0.2422375
0,0.2427804
0,0.24458618
0,0.24216287
0,0.23718117
0,0.2679844
0,0.23589556
0,0.2679844
0,0.26135874
0,0.25222948
0,0.27178624
0,0.27178624
0,0.25222948
0,0.2526057
0,0.2526057
0,0.24681525
0,0.2526057
0,0.25222948
0,0.2526057
0,0.25222948
0,0.31238064
0,0.31238064
0,0.29416814
0,0.2813416
0,0.27652395
0,0.27027935
0,0.27027935
0,0.27027935
0,0.2732913
0,0.27027935
0,0.27450913
0,0.26584566
0,0.24467498
0,0.26161587
0,0.25749397
0,0.25749397
0,0.25749397
0,0.26727492
0,0.26727492
0,0.2620044
0,0.2751665
0,0.2751665
0,0.2751665
0,0.25892398
0,0.25892398
1,0.2578702
0,0.2578702
1,0.2578702
0,0.2578702
0,0.25552154
0,0.2578702
0,0.2578702
0,0.2551453
0,0.2551453
0,0.31589675
0,0.26967356
0,0.28777298
0,0.26727492
0,0.28777298
0,0.26727492
0,0.25749397
0,0.25749397
0,0.27494645
0,0.26615745
0,0.28777298
0,0.17411989
0,0.26727492
0,0.25749397
0,0.2578702
0,0.25627613
0,0.26727492
0,0.25627613
0,0.25749397
0,0.2578702
0,0.26373637
0,0.25749397
0,0.25749397
0,0.25749397
0,0.26245898
0,0.26208276
0,0.25749397
0,0.26208276
0,0.29236177
0,0.28258815
0,0.27246442
0,0.27953523
0,0.29533666
0,0.29236177
0,0.29533666
0,0.29533666
0,0.27246442
0,0.3040153
0,0.29001245
0,0.2875107
0,0.27884722
1,0.28788334
0,0.28884202
0,0.29177982
1,0.2836983
0,0.27551213
0,0.26258966
0,0.26492622
0,0.2811945
0,0.2701271
0,0.2701271
0,0.25401163
0,0.25865716
0,0.2516629
0,0.25134343
0,0.25406837
0,0.25406837
0,0.2849366
1,0.28196168
1,0.2836983
1,0.2866732
1,0.292391
1,0.27879936
0,0.18162327
1,0.27186188
1,0.26751012
0,0.15961665
0,0.25996453
0,0.2506222
0,0.240063
0,0.24570766
0,0.23964679
0,0.24805635
0,0.2534862
0,0.2534862
0,0.2556844
0,0.2560737
0,0.25644994
0,0.27040872
0,0.2616583
0,0.26492622
0,0.31498083
0,0.31413117
0,0.29975796
0,0.26673347
0,0.2846795
0,0.29074788
0,0.2846795
1,0.29948902
0,0.3046243
1,0.3153544
1,0.3217218
0,0.1761797
0,0.27983734
0,0.27421057
0,0.26339492
0,0.25950184
0,0.25950184
0,0.25950184
0,0.30585283
0,0.27850196
0,0.2806681
0,0.30033123
0,0.32881474
0,0.27247396
1,0.315477
0,0.23572539
0,0.33159754
0,0.2976172
1,0.33055136
1,0.34024677
1,0.34483555
1,0.34483555
0,0.14926289
0,0.26994175
0,0.27996036
0,0.28285098
0,0.27598366
0,0.28057244
0,0.28057244
0,0.28057244
0,0.25246474
0,0.2785072
0,0.27598366
0,0.27598366
1,0.27772027
1,0.28845417
1,0.31095177
1,0.27850196
1,0.2791719
0,0.14947002
0,0.32798168
0,0.22742176
0,0.29678375
0,0.32798168
0,0.32798168
0,0.32798168
0,0.32411
0,0.32411
0,0.31867644
1,0.30713323
1,0.29599002
0,0.21693382
0,0.30921188
0,0.30921188
0,0.30921188
0,0.30921188
1,0.3193851
0,0.3168157
0,0.32080403
0,0.31320027
0,0.32080403
0,0.3168157
1,0.27575967
0,0.20979589
0,0.30921188
0,0.30921188
0,0.2919889
0,0.30747527
0,0.3191015
0,0.3519191
0,0.3519191
0,0.3422909
0,0.3465207
0,0.1396958
0,0.3386034
0,0.23366632
0,0.35996988
0,0.35996988
0,0.36659083
0,0.2749385
1,0.34015808
1,0.35996988
0,0.32295316
0,0.35996988
0,0.35996988
0,0.3478752
0,0.3305528
0,0.32782838
0,0.3305528
0,0.3265644
0,0.1613056
0,0.321281
0,0.29343957
0,0.28819048
0,0.27934277
0,0.28433916
0,0.28860846
0,0.28860846
0,0.26918343
1,0.31354642
1,0.3076792
0,0.2781959
0,0.30638286
0,0.2959846
0,0.2807157
0,0.27859533
1,0.28286463
1,0.28324085
1,0.26565647
1,0.26565647
0,0.16228068
1,0.24972324
0,0.24086982
0,0.2355677
0,0.24104889
0,0.23604639
0,0.2363074
0,0.24095292
0,0.24638277
0,0.24600656
1,0.26698336
1,0.27360415
0,0.15381087
0,0.30044037
0,0.28130907
0,0.27352214
0,0.26796216
1,0.2762465
0,0.24905421
1,0.2762465
1,0.26940078
1,0.24420442
0,0.15524581
0,0.24395107
0,0.24705176
0,0.2297256
0,0.24705176
0,0.25800717
0,0.22267242
0,0.23801151
0,0.23291187
0,0.23291187
0,0.2417663
0,0.2460356
0,0.24847372
0,0.25021031
0,0.24983746
0,0.24983746
0,0.24983746
0,0.24861962
0,0.24983746
0,0.24983746
0,0.24983746
0,0.26304513
0,0.28021324
0,0.29962644
0,0.30047438
0,0.28701243
0,0.29170915
0,0.26512274
0,0.26549897
0,0.2730982
0,0.27188036
0,0.27439454
0,0.2730982
0,0.27347443
0,0.26481095
0,0.26481095
0,0.27970362
0,0.26443473
0,0.27065286
0,0.28676242
0,0.28487858
0,0.27690312
0,0.27690312
0,0.27690312
0,0.27690312
0,0.2627063
1,0.28135636
1,0.26066056
1,0.27140698
1,0.2692516
1,0.25944272
0,0.18851295
0,0.2593297
0,0.24735649
0,0.27455443
0,0.26727492
0,0.28260174
0,0.2904291
0,0.29705003
0,0.2904291
0,0.2904291
0,0.2730245
0,0.26312464
0,0.2587903
0,0.28770474
0,0.2674538
0,0.2674538
0,0.25757247
0,0.25916654
0,0.2633791
0,0.25916654
0,0.23094875
0,0.27572945
0,0.27572945
0,0.2826651
0,0.27031475
0,0.2800957
0,0.2826651
0,0.27031475
0,0.27464908
0,0.28454894
0,0.28400272
0,0.27464908
0,0.27031475
0,0.31148675
0,0.31056246
0,0.29063177
0,0.29063177
0,0.29948723
0,0.34023562
0,0.34023562
1,0.34023562
1,0.36448708
0,0.1817013
0,0.33470818
1,0.34649912
1,0.29427794
1,0.28859046
1,0.28343758
1,0.28631383
1,0.29432985
0,0.25825295
0,0.1781933
0,0.25793698
0,0.24064703
0,0.23402973
0,0.24747561
0,0.23277588
0,0.22969544
0,0.23585704
0,0.22969544
0,0.23512527
0,0.23939458
0,0.27629536
0,0.3002169
0,0.30195352
1,0.29501787
1,0.3050932
1,0.31318894
1,0.2606667
1,0.2892859
0,0.1705409
0,0.20403299
0,0.263181
0,0.2720391
0,0.26309854
0,0.2755069
0,0.26122513
0,0.2650889
0,0.27170968
0,0.29229894
0,0.3082218
0,0.3082218
0,0.28986603
0,0.28858912
0,0.30158687
0,0.3343998
0,0.35417256
0,0.35417256
0,0.3039293
0,0.28914925
0,0.34649912
0,0.3087773
1,0.352335
1,0.352335
1,0.2567803
0,0.30592528
1,0.31557128
0,0.16462283
0,0.3371058
0,0.2876834
0,0.276684
0,0.28257596
0,0.31641605
0,0.30020577
0,0.30714142
0,0.2966885
0,0.26460448
0,0.2876801
0,0.31515744
0,0.3311644
0,0.32905984
0,0.24664317
0,0.31851223
0,0.3189593
1,0.31094325
1,0.30660897
1,0.29784676
1,0.3186395
0,0.1508076
0,0.33673418
0,0.34323865
0,0.3150976
0,0.3451225
0,0.3624449
0,0.3624449
1,0.3624449
0,0.32873932
0,0.3624449
0,0.326189
0,0.3451225
0,0.34445384
0,0.33190528
0,0.2909319
0,0.27883697
1,0.3383469
1,0.18871854
1,0.18871854
0,0.20479809
0,0.19896378
0,0.1703552
0,0.20844616
0,0.21514632
0,0.18768369
0,0.1866411
0,0.1803981
0,0.17015287
0,0.17015287
0,0.17015287
0,0.14996858
0,0.14996858
0,0.14996858
0,0.14996858
0,0.19108075
0,0.18709826
1,0.227234
0,0.19837356
0,0.15666875
0,0.15666875
0,0.15666875
0,0.15666875
0,0.15666875
0,0.1591395
0,0.1591395
0,0.1591395
0,0.14895299
0,0.16099353
0,0.16099353
0,0.16099353
0,0.16099353
0,0.24217562
0,0.23204707
0,0.23747121
0,0.244724
0,0.23804162
0,0.2423477
0,0.23291156
0,0.22704935
0,0.21612233
0,0.29126874
0,0.28709227
0,0.2887199
0,0.2887199
0,0.23291156
0,0.22525245
0,0.21552268
0,0.21552268
0,0.21409678
0,0.22729865
0,0.22060895
0,0.21261272
0,0.21118683
0,0.21118683
0,0.20192498
1,0.20490137
1,0.17981285
1,0.20490137
1,0.18345001
1,0.17395931
0,0.19655198
0,0.21475242
0,0.19765717
0,0.18179718
0,0.17623937
0,0.18414584
0,0.18414584
0,0.18999937
0,0.18345001
0,0.17759651
0,0.17395931
0,0.1703037
0,0.18414584
0,0.1703037
0,0.18999937
0,0.1703037
0,0.16666654
0,0.16395089
0,0.16603956
0,0.16325468
0,0.16325468
0,0.16325468
0,0.1703037
0,0.1703037
0,0.20429552
0,0.18999937
0,0.20429552
0,0.22139074
0,0.22039378
0,0.20785153
0,0.22062704
0,0.20785153
0,0.19355541
0,0.19355541
0,0.19355541
0,0.19355541
0,0.18991825
0,0.18336889
0,0.18336889
0,0.16750693
0,0.17022255
0,0.16681072
0,0.16681072
0,0.16325468
0,0.16090599
0,0.16325468
0,0.14554115
0,0.1430704
0,0.14554115
0,0.14554115
0,0.14298056
0,0.13955465
0,0.21383187
0,0.21071258
0,0.19426128
0,0.17823666
0,0.1817927
0,0.15524305
0,0.14786586
0,0.14376661
0,0.1558869
0,0.1817927
0,0.15472049
0,0.15472049
0,0.14389825
0,0.1430704
0,0.14745428
0,0.14389825
0,0.13955465
0,0.14311068
0,0.13955465
0,0.13955465
0,0.14319183
0,0.14798728
0,0.14072108
0,0.1370839
0,0.1370839
0,0.1370839
0,0.1370839
0,0.1370839
0,0.1370839
0,0.1370839
0,0.1370839
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.13837948
0,0.13837948
0,0.13837948
0,0.1347423
0,0.1347423
0,0.1347423
0,0.13837948
0,0.13837948
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1347423
0,0.1339133
0,0.1339133
0,0.1347423
0,0.13638404
0,0.13638404
0,0.1339133
0,0.13638404
0,0.13638404
0,0.13638404
0,0.13638404
0,0.13638404
0,0.13638404
0,0.13638404
0,0.13638404
0,0.14801899
0,0.14237429
0,0.15002957
0,0.15002957
0,0.14593032
0,0.14159693
0,0.14159693
0,0.15002957
0,0.14384444
0,0.14801899
0,0.14229314
0,0.14801899
0,0.14159693
0,0.14159693
0,0.14159693
0,0.14076792
0,0.14076792
0,0.14076792
0,0.14076792
0,0.14076792
0,0.16874157
0,0.15559857
0,0.14957027
0,0.14314823
0,0.1456141
0,0.1456141
0,0.14716594
0,0.14963181
0,0.14716594
0,0.14716594
0,0.14314823
0,0.15080312
0,0.15559857
0,0.14748162
0,0.15149933
0,0.14716594
0,0.14314823
0,0.14231922
0,0.14716594
0,0.14716594
0,0.14716594
0,0.14716594
0,0.14633693
0,0.14633693
0,0.14716594
0,0.15605386
0,0.15358798
