y_true,y_pred
0,0.09725413
0,0.29802343
0,0.2649038
0,0.26870987
0,0.29586446
0,0.2876298
0,0.28544265
0,0.22180389
0,0.22180389
0,0.22180389
0,0.22422358
0,0.2174298
0,0.2186967
0,0.18884651
0,0.20409009
0,0.20541091
0,0.1961901
0,0.26670077
0,0.23154145
0,0.26046848
0,0.22586356
0,0.265486
0,0.2583772
0,0.22586356
0,0.2583772
0,0.20618765
0,0.20081365
0,0.20772484
0,0.20772484
0,0.19358084
0,0.20785476
0,0.2684455
0,0.33955616
0,0.3627855
0,0.1145988
0,0.2843967
0,0.28652543
0,0.28696164
1,0.32710364
0,0.28570265
0,0.113590516
0,0.2762808
0,0.29358792
0,0.27974552
1,0.29281145
0,0.27974552
0,0.27718058
0,0.27718058
0,0.27718058
0,0.2645869
0,0.2241862
0,0.22907445
0,0.24483979
0,0.18401186
0,0.19092305
0,0.18401186
0,0.20536485
0,0.20364211
0,0.20536485
0,0.20486683
1,0.25665444
1,0.24642792
0,0.2594446
0,0.2540706
0,0.2540706
0,0.2708938
0,0.282532
1,0.30324256
1,0.27976918
1,0.2704934
1,0.2703975
0,0.10722171
0,0.22395575
0,0.22596684
0,0.1822197
0,0.18969281
0,0.22596684
0,0.22596684
0,0.23247585
0,0.2321009
0,0.2346372
1,0.31292993
1,0.26861772
0,0.14603204
1,0.3137662
1,0.30697128
0,0.18019147
0,0.30632147
1,0.30642885
0,0.30632147
1,0.30315733
1,0.23552594
1,0.19002399
0,0.10780085
0,0.22522734
0,0.2340467
0,0.23387678
0,0.23387678
0,0.18868701
0,0.17632046
0,0.23600672
0,0.20492125
0,0.2406102
0,0.2086565
0,0.17714326
0,0.22683898
0,0.22856171
0,0.17779309
0,0.19258954
0,0.19564103
0,0.18488699
0,0.1898228
0,0.19149661
0,0.19564103
0,0.19149661
0,0.28854823
0,0.3429275
0,0.26766312
0,0.23429486
0,0.2171405
0,0.21424398
0,0.21424398
0,0.22128494
0,0.21957941
0,0.21424398
0,0.21424398
0,0.2121527
0,0.20951134
0,0.19564103
0,0.19428986
0,0.18872985
0,0.18872985
0,0.21934138
0,0.23228547
0,0.1968606
0,0.23577863
0,0.22976436
0,0.2345266
0,0.19149661
0,0.19149661
1,0.19564103
0,0.19564103
1,0.19564103
0,0.19564103
0,0.19564103
0,0.19564103
0,0.19564103
0,0.18872985
0,0.18545833
0,0.22930506
