,feat_importance
Market Cap,0.012525178
Market_Cap_Fixed,0.002620838
FinTA.OBV_Normalized,0.0
FinTA.14 period MFI,0.0022174427
FinTA.50 period MFI,0.0
FinTA.Normalized_SMA_5,3.980837e-06
FinTA.Normalized_SMA_20,0.00041996653
FinTA.Normalized_SMA_50,0.00073713146
FinTA.Normalized_SMA_100,0.00016829793
FinTA.Normalized_SMA_200,0.0
FinTA.Normalized_SMA_400,0.0014372042
FinTA.RSMA_10_20,0.0003859244
FinTA.RSMA_20_50,0.00097138673
FinTA.RSMA_50_100,0.00079184107
FinTA.RSMA_50_200,0.00046373255
FinTA.RSMA_100_200,0.0008841597
FinTA.Normalized_EMA_5,0.0
FinTA.Normalized_EMA_20,0.0
FinTA.Normalized_EMA_50,0.0
FinTA.Normalized_EMA_100,5.2758824e-05
FinTA.Normalized_EMA_200,0.0
FinTA.REMA_10_20,0.0016488754
FinTA.REMA_20_50,0.00024582623
FinTA.REMA_50_100,0.00025354154
FinTA.REMA_50_200,0.0
FinTA.Pct_change_1,0.0041413247
FinTA.Pct_change_3,0.0
FinTA.Pct_change_5,0.0006419145
FinTA.Pct_change_10,6.0477887e-05
FinTA.Pct_change_20,0.0
FinTA.Pct_change_50,0.00018820143
FinTA.Pct_change_100,0.0005134267
FinTA.Pct_change_250,0.0026228118
FinTA.Pct_change_520,0.0056727575
FinTA.Max_increase_pct_5,0.0
FinTA.Max_increase_pct_20,0.0
FinTA.Max_increase_pct_50,0.00017453259
FinTA.Max_increase_pct_100,0.0012483211
FinTA.Max_increase_pct_200,0.0020638634
FinTA.Max_increase_pct_300,0.0012213665
FinTA.Max_increase_pct_500,0.0031702854
FinTA.Max_decrease_pct_5,7.168635e-05
FinTA.Max_decrease_pct_20,6.212531e-05
FinTA.Max_decrease_pct_50,0.0008298975
FinTA.Max_decrease_pct_100,0.0
FinTA.Max_decrease_pct_200,0.0
FinTA.Max_decrease_pct_300,0.00013914125
FinTA.Max_decrease_pct_500,0.0020427154
FinTA.5period DI+,0.0
FinTA.5period DI-,0.0
FinTA.14period DI+,0.0
FinTA.14period DI-,0.0
FinTA.30period DI+,0.00027327833
FinTA.30period DI-,0.00030022458
FinTA.130_3_VFI,0.00027746242
FinTA.20_5_VFI,0.0005609563
FinTA.BASP_Buy_40,0.0039789993
FinTA.BASP_Sell_40,0.00013170135
FinTA.BASP_Buy_20,3.605655e-05
FinTA.BASP_Sell_20,9.584972e-05
FinTA.BASP_Buy_10,0.0010864348
FinTA.BASP_Sell_10,4.705876e-05
FinTA.BASP_Buy_5,0.0022290985
FinTA.BASP_Sell_5,0.0
FinTA.VZO,0.0
FinTA.FVE_22,0.0
FinTA.FVE_14,0.0
FinTA.FVE_7,0.0
FinTA.FVE_3,0.0
TAlib.NATR_14,0.0012099231
TAlib.NATR_3,0.013819795
TAlib.NATR_7,0.0026797857
TAlib.NATR_20,0.009361372
TAlib.NATR_40,0.038171124
TAlib.NATR_100,0.021475568
TAlib.NATR_200,0.0020795574
TAlib.ADXR_14,0.0027162135
TAlib.BETA_5,6.11294e-05
TAlib.BETA_14,0.0007499324
TAlib.BETA_40,0.0
TAlib.HT_DCPERIOD,0.0004368223
TAlib.aroondown,0.0
TAlib.aroonup,8.3540035e-05
TAlib.AROONOSC,0.0
TAlib.BOP,0.00019050202
TAlib.CCI,2.8270217e-05
TAlib.CMO,7.689761e-05
TAlib.DX,0.0
TAlib.MINUS_DI,0.00017521119
TAlib.PLUS_DI,0.0
TAlib.PPO,0.00013791626
TAlib.ROC,0.0
TAlib.ROCP,0.0
TAlib.ROCR,0.0
TAlib.ROCR100,0.0
TAlib.RSI_14,0.0
TAlib.RSI_5,0.0
TAlib.slowk,5.431202e-05
TAlib.slowd,2.2680239e-05
"TAlib.fastk_5, 3, 0",0.00045635714
"TAlib.fastd_5, 3, 0",0.0
TAlib.fastk_14,0.000116928415
TAlib.fastd_14,2.5217369e-05
TAlib.TRIX,0.0013417928
TAlib.ULTOSC,7.4493786e-05
TAlib.WILLR,0.0
TAlib.HT_DCPHASE,0.00014432256
TAlib.sine,8.281253e-05
TAlib.leadsine,0.0
TAlib.HT_TRENDMODE,0.0
TAlib.CDL2CROWS,0.0
TAlib.CDL3BLACKCROWS,0.0
TAlib.CDL3INSIDE,0.0
TAlib.CDL3LINESTRIKE,0.0
TAlib.CDL3OUTSIDE,0.0
TAlib.CDL3STARSINSOUTH,0.0
TAlib.CDL3WHITESOLDIERS,0.0
TAlib.CDLABANDONEDBABY,0.0
TAlib.CDLADVANCEBLOCK,0.0
TAlib.CDLBELTHOLD,0.0
TAlib.CDLBREAKAWAY,0.0
TAlib.CDLCLOSINGMARUBOZU,0.0
TAlib.CDLCONCEALBABYSWALL,0.0
TAlib.CDLCOUNTERATTACK,0.0
TAlib.CDLDARKCLOUDCOVER,0.0
TAlib.CDLDOJI,0.0
TAlib.CDLDOJISTAR,0.0
TAlib.CDLDRAGONFLYDOJI,0.0
TAlib.CDLENGULFING,0.0
TAlib.CDLEVENINGDOJISTAR,0.0
TAlib.CDLEVENINGSTAR,0.0
TAlib.CDLGAPSIDESIDEWHITE,0.0
TAlib.CDLGRAVESTONEDOJI,0.0
TAlib.CDLHAMMER,0.0
TAlib.CDLHANGINGMAN,0.0
TAlib.CDLHARAMI,0.0
TAlib.CDLHARAMICROSS,0.0
TAlib.CDLHIKKAKE,0.0
TAlib.CDLHIKKAKEMOD,0.0
TAlib.CDLHOMINGPIGEON,0.0
TAlib.CDLIDENTICAL3CROWS,0.0
TAlib.CDLINNECK,0.0
TAlib.CDLINVERTEDHAMMER,0.0
TAlib.CDLKICKING,0.0
TAlib.CDLKICKINGBYLENGTH,0.0
TAlib.CDLLADDERBOTTOM,0.0
TAlib.CDLLONGLEGGEDDOJI,0.0
TAlib.CDLLONGLINE,0.0
TAlib.CDLMARUBOZU,0.0
TAlib.CDLMATCHINGLOW,0.0
TAlib.CDLMATHOLD,0.0
