y_true,y_pred
0,0.13357306
0,0.32008556
0,0.29005682
0,0.30929834
0,0.3098721
0,0.30252916
0,0.30031908
0,0.2947555
0,0.2947555
0,0.30156186
0,0.2979099
0,0.3059191
0,0.2878855
0,0.29469186
0,0.2835711
0,0.2878855
0,0.30073887
0,0.31965506
0,0.30863512
0,0.32353696
0,0.29664204
0,0.32619095
0,0.30863512
0,0.29664204
0,0.30863512
0,0.3130914
0,0.29234177
0,0.29234177
0,0.29234177
0,0.27997306
0,0.29209906
0,0.30746487
0,0.3229156
0,0.33534664
0,0.1503043
0,0.34532467
0,0.3381823
0,0.34276056
1,0.34690645
0,0.3426553
0,0.15289727
0,0.32578033
0,0.3478382
0,0.32224706
1,0.3520635
0,0.34069422
0,0.34069422
0,0.3384478
0,0.332554
0,0.3256739
0,0.31456196
0,0.28693342
0,0.30233645
0,0.29479754
0,0.29918206
0,0.29918206
0,0.3010021
0,0.30965057
0,0.31130573
0,0.3059219
1,0.32951987
1,0.32203096
0,0.32021093
0,0.32269698
0,0.30807287
0,0.3098929
0,0.30211142
1,0.3028367
1,0.27820614
1,0.2790716
1,0.2811321
0,0.14949581
0,0.24431865
0,0.25476074
0,0.23941082
0,0.24292076
0,0.24724174
0,0.25300616
0,0.24415891
0,0.2591671
0,0.25666603
1,0.2660156
1,0.2701555
0,0.15990064
1,0.29058728
1,0.28899655
0,0.14176089
0,0.274739
1,0.27818573
0,0.26741132
1,0.28343803
1,0.27112207
1,0.2505051
0,0.14147475
0,0.25303653
0,0.24404891
0,0.22765654
0,0.23474425
0,0.24053903
0,0.23724532
0,0.2733225
0,0.24677798
0,0.2655235
0,0.26015556
0,0.26959458
0,0.28786877
0,0.27056968
0,0.26932907
0,0.26908636
0,0.26932907
0,0.24628872
0,0.26932907
0,0.26932907
0,0.26932907
0,0.26935187
0,0.33231494
0,0.33231494
0,0.2910538
0,0.27030417
0,0.27030417
0,0.26932907
0,0.26932907
0,0.26932907
0,0.2680665
0,0.2593343
0,0.2593343
0,0.2593343
0,0.20525844
0,0.2593343
0,0.26092502
0,0.25218505
0,0.25218505
0,0.26244533
0,0.26244533
0,0.2517201
0,0.25249407
0,0.25422117
0,0.2517201
0,0.2517201
0,0.25886935
1,0.2566183
0,0.2566183
1,0.2593343
0,0.2593343
0,0.25218505
0,0.25218505
0,0.25218505
0,0.25793496
0,0.25105977
0,0.2738352
0,0.2555831
0,0.26220262
0,0.26244533
0,0.26959458
0,0.26932907
0,0.26932907
0,0.2709198
0,0.26908636
0,0.26935187
0,0.26959458
0,0.16492534
0,0.26959458
0,0.27681798
0,0.26959458
0,0.26385763
0,0.2711853
0,0.25670838
0,0.26403606
0,0.25218505
0,0.26351205
0,0.26244533
0,0.25218505
0,0.25114003
0,0.2606805
0,0.2606805
0,0.2593343
0,0.26942047
0,0.28049323
0,0.28549495
0,0.28573766
0,0.28073594
0,0.28530535
0,0.28795934
0,0.28047043
0,0.28022772
0,0.28573766
0,0.2871888
0,0.2742818
0,0.28047043
0,0.27782452
1,0.28784743
0,0.27281383
0,0.27828526
1,0.28863695
0,0.2772882
0,0.27204943
0,0.2752952
0,0.2868704
0,0.27667192
0,0.26259595
0,0.24995273
0,0.2480321
0,0.2542326
0,0.24323602
0,0.23770382
0,0.23426992
0,0.2608777
1,0.26325342
1,0.28047043
1,0.28073594
1,0.28328988
1,0.2904822
0,0.17419991
1,0.2856279
1,0.29604948
0,0.13725846
0,0.27032518
0,0.25235873
0,0.23780034
0,0.24030142
0,0.23352812
0,0.23703806
0,0.23703806
0,0.23921745
0,0.2403106
0,0.24782753
0,0.25497678
0,0.26707637
0,0.27131942
0,0.27482647
0,0.31210908
0,0.3123518
0,0.29859295
0,0.2740647
0,0.27737606
0,0.26959458
0,0.28486496
1,0.27737606
0,0.27788547
1,0.28889146
1,0.28926378
0,0.15277427
0,0.28308982
0,0.280396
0,0.280396
0,0.27298126
0,0.26298648
0,0.26298648
0,0.27172646
0,0.26453027
0,0.26098418
0,0.26098418
0,0.256336
0,0.2647571
1,0.2787607
0,0.20455007
0,0.27324677
0,0.271669
1,0.28198674
1,0.27013573
1,0.27863118
1,0.2802219
0,0.13319695
0,0.28153476
0,0.29293105
0,0.2717467
0,0.27771425
0,0.28177065
0,0.28177065
0,0.27369156
0,0.24011797
0,0.27040747
0,0.2744921
0,0.27382997
1,0.2845552
1,0.2633787
1,0.28709328
1,0.27842373
1,0.27628067
1,0.35119954
0,0.20753853
0,0.34593418
0,0.34593418
1,0.34946048
1,0.34946048
0,0.2297788
1,0.34604773
0,0.21197565
0,0.35242283
0,0.35059735
0,0.3549513
0,0.3549513
0,0.360962
0,0.35059735
0,0.36903408
0,0.37009493
1,0.37340656
0,0.20700426
0,0.2682352
0,0.36343843
0,0.21569717
0,0.3615637
0,0.36591765
0,0.3615637
0,0.36591765
0,0.3615637
1,0.39558387
1,0.38770363
0,0.13801402
0,0.14288941
0,0.36027884
1,0.3463681
0,0.27785823
0,0.16017476
0,0.3109057
0,0.13609058
0,0.3660248
0,0.35835144
0,0.2755056
0,0.35320464
0,0.25241938
0,0.24491753
0,0.24334393
0,0.12904383
1,0.36795995
0,0.20372994
0,0.1585531
0,0.34028378
0,0.34107202
0,0.34399512
0,0.34028378
0,0.34986812
0,0.33289844
0,0.35127008
1,0.367982
0,0.37676483
0,0.3628541
0,0.37075412
1,0.37075412
1,0.37075412
1,0.37428042
1,0.36640018
0,0.36881897
0,0.3550055
0,0.36203524
1,0.36288574
1,0.35973606
1,0.35973606
0,0.2292179
0,0.37376884
0,0.37807387
0,0.37009493
0,0.37009493
1,0.37009493
0,0.35344437
0,0.21134324
0,0.36446503
0,0.30895284
0,0.36446503
0,0.37234527
0,0.36591765
0,0.36591765
0,0.30895284
0,0.3713791
0,0.37386352
1,0.3678528
0,0.24396937
0,0.37075412
1,0.36349887
1,0.3713791
1,0.37192836
0,0.14933477
0,0.36881897
0,0.36733928
1,0.3619245
1,0.36733928
1,0.36733928
1,0.37445307
0,0.22477373
0,0.3248847
0,0.35789743
0,0.35218766
1,0.35835433
1,0.34575525
1,0.33939698
1,0.3400759
1,0.35003594
