,feat_importance
Market Cap,0.024597965
Market_Cap_Fixed,0.014823658
FinTA.OBV_Normalized,0.007330973
FinTA.14 period MFI,0.0027457708
FinTA.50 period MFI,0.0096256705
FinTA.Normalized_SMA_5,0.0020630322
FinTA.Normalized_SMA_20,0.0030182777
FinTA.Normalized_SMA_50,0.0018219819
FinTA.Normalized_SMA_100,0.0021864958
FinTA.Normalized_SMA_200,0.0031578806
FinTA.RSMA_10_20,0.0074113286
FinTA.RSMA_20_50,0.0060651577
FinTA.RSMA_50_100,0.016317746
FinTA.RSMA_50_200,0.0076812785
FinTA.Normalized_EMA_5,0.00046104225
FinTA.Normalized_EMA_20,0.0015087064
FinTA.Normalized_EMA_50,0.004575792
FinTA.Normalized_EMA_100,0.0022324966
FinTA.Normalized_EMA_200,0.0021201305
FinTA.REMA_10_20,0.0008707603
FinTA.REMA_20_50,0.0061671003
FinTA.REMA_50_100,0.0018795913
FinTA.REMA_50_200,0.011204997
FinTA.Pct_change_1,0.006126264
FinTA.Pct_change_3,0.0007497652
FinTA.Pct_change_5,0.00080825074
FinTA.Pct_change_10,0.00062066095
FinTA.Pct_change_20,0.0030682788
FinTA.Pct_change_50,0.0037162295
FinTA.Pct_change_100,0.009831058
FinTA.Pct_change_200,0.0041035605
FinTA.Pct_change_400,0.009826823
FinTA.Max_increase_pct_5,0.00085460313
FinTA.Max_increase_pct_20,0.0043229396
FinTA.Max_increase_pct_50,0.006889826
FinTA.Max_increase_pct_100,0.0058412584
FinTA.Max_increase_pct_200,0.016031988
FinTA.Max_increase_pct_300,0.0051328368
FinTA.Max_decrease_pct_5,0.00092251337
FinTA.Max_decrease_pct_20,0.0032847833
FinTA.Max_decrease_pct_50,0.001123836
FinTA.Max_decrease_pct_100,0.002457797
FinTA.Max_decrease_pct_200,0.0010721578
FinTA.Max_decrease_pct_300,0.0065256585
FinTA.5period DI+,0.001626298
FinTA.5period DI-,0.00067455776
FinTA.14period DI+,0.0010805116
FinTA.14period DI-,0.0011839067
FinTA.30period DI+,0.008525477
FinTA.30period DI-,0.0060891695
FinTA.130_3_VFI,0.020909017
FinTA.BASP_Buy,0.011878056
FinTA.BASP_Sell,0.008508206
FinTA.VZO,0.001463542
FinTA.FVE_22,0.010798072
TAlib.NATR_14,0.0031470505
TAlib.NATR_7,0.016422037
TAlib.NATR_20,0.0008516393
TAlib.NATR_40,0.010913223
TAlib.NATR_100,0.025532031
TAlib.NATR_200,0.012495901
TAlib.ADXR_14,0.011523742
TAlib.BETA_5,0.005606094
TAlib.BETA_14,0.008345822
TAlib.BETA_40,0.008344441
TAlib.HT_DCPERIOD,0.0076342425
TAlib.aroondown,0.0053962707
TAlib.aroonup,0.00043639995
TAlib.AROONOSC,0.0051158145
TAlib.BOP,0.00084553
TAlib.CCI,0.0017380407
TAlib.CMO,0.0020365526
TAlib.DX,0.001718551
TAlib.MINUS_DI,0.0018130738
TAlib.PLUS_DI,0.0024019943
TAlib.PPO,0.0032144557
TAlib.ROC,0.0012246667
TAlib.ROCP,0.0
TAlib.ROCR,0.0
TAlib.ROCR100,0.0
TAlib.RSI,0.0
TAlib.slowk,0.0010121183
TAlib.slowd,0.0021005194
"TAlib.fastk_5, 3, 0",0.003026086
"TAlib.fastd_5, 3, 0",0.0
TAlib.fastk_14,0.0007985425
TAlib.fastd_14,0.000976893
TAlib.TRIX,0.007360883
TAlib.ULTOSC,0.0021675627
TAlib.WILLR,0.0013049288
TAlib.HT_DCPHASE,0.0006304013
TAlib.sine,0.0013140262
TAlib.leadsine,0.0024189062
TAlib.HT_TRENDMODE,0.0004944642
TAlib.CDL2CROWS,0.0
TAlib.CDL3BLACKCROWS,0.0
TAlib.CDL3INSIDE,0.0
TAlib.CDL3LINESTRIKE,0.0
TAlib.CDL3OUTSIDE,0.00024266841
TAlib.CDL3STARSINSOUTH,0.0
TAlib.CDL3WHITESOLDIERS,0.0
TAlib.CDLABANDONEDBABY,0.0
TAlib.CDLADVANCEBLOCK,0.0
TAlib.CDLBELTHOLD,0.001237566
TAlib.CDLBREAKAWAY,0.0
TAlib.CDLCLOSINGMARUBOZU,0.0
TAlib.CDLCONCEALBABYSWALL,0.0
TAlib.CDLCOUNTERATTACK,0.0
TAlib.CDLDARKCLOUDCOVER,0.0
TAlib.CDLDOJI,0.0
TAlib.CDLDOJISTAR,5.918479e-05
TAlib.CDLDRAGONFLYDOJI,0.0
TAlib.CDLENGULFING,0.00038086434
TAlib.CDLEVENINGDOJISTAR,0.0
TAlib.CDLEVENINGSTAR,0.0
TAlib.CDLGAPSIDESIDEWHITE,0.0
TAlib.CDLGRAVESTONEDOJI,0.0
TAlib.CDLHAMMER,0.0
TAlib.CDLHANGINGMAN,0.0
TAlib.CDLHARAMI,4.6964315e-06
TAlib.CDLHARAMICROSS,4.2347183e-06
TAlib.CDLHIKKAKE,0.0006753409
TAlib.CDLHIKKAKEMOD,0.0002416753
TAlib.CDLHOMINGPIGEON,0.0
TAlib.CDLIDENTICAL3CROWS,0.0
TAlib.CDLINNECK,0.0
TAlib.CDLINVERTEDHAMMER,0.0
TAlib.CDLKICKING,0.0
TAlib.CDLKICKINGBYLENGTH,0.0
TAlib.CDLLADDERBOTTOM,3.9300276e-06
TAlib.CDLLONGLEGGEDDOJI,0.0
TAlib.CDLLONGLINE,0.0
TAlib.CDLMARUBOZU,0.0
TAlib.CDLMATCHINGLOW,0.00047944565
TAlib.CDLMATHOLD,0.0
TAlib.CDLMORNINGDOJISTAR,0.0
TAlib.CDLMORNINGSTAR,0.0
TAlib.CDLONNECK,0.0
TAlib.CDLPIERCING,7.9657184e-05
TAlib.CDLRICKSHAWMAN,0.00040519657
TAlib.CDLRISEFALL3METHODS,0.0
TAlib.CDLSEPARATINGLINES,0.0
TAlib.CDLSHOOTINGSTAR,0.00036115304
TAlib.CDLSHORTLINE,0.0
TAlib.CDLSTALLEDPATTERN,5.607813e-06
TAlib.CDLSTICKSANDWICH,0.0
TAlib.CDLTAKURI,0.0
TAlib.CDLTASUKIGAP,0.0
TAlib.CDLTHRUSTING,0.0
TAlib.CDLTRISTAR,0.0
TAlib.CDLUNIQUE3RIVER,0.0
TAlib.CDLUPSIDEGAP2CROWS,0.0
TAlib.CDLXSIDEGAP3METHODS,0.0
