y_true,y_pred
0,0.16521585
0,0.30869743
0,0.16144317
0,0.24519359
0,0.25284296
0,0.26203972
0,0.26782992
0,0.2793918
0,0.2793918
0,0.2685062
0,0.27159256
0,0.26375726
0,0.26375726
0,0.26241723
0,0.17477196
0,0.26241723
0,0.2703364
1,0.26154405
0,0.2199506
0,0.25479603
0,0.15828337
0,0.22684272
0,0.25085533
0,0.19313268
0,0.24117392
0,0.25085533
0,0.2429362
0,0.2429362
0,0.25085533
0,0.19717573
0,0.25446218
0,0.37899557
0,0.32752496
1,0.32752496
0,0.16371743
0,0.32374528
0,0.2586628
0,0.32778606
1,0.32778606
1,0.27758193
0,0.17550887
0,0.23644318
0,0.24329886
0,0.16867514
1,0.2998427
0,0.2666245
0,0.2740695
0,0.27760047
0,0.2740695
0,0.24592496
0,0.28677583
0,0.17900845
0,0.28398544
0,0.20909895
0,0.3034665
0,0.28988385
0,0.28635287
0,0.30587688
0,0.26751065
0,0.17916743
1,0.31914887
1,0.2680281
1,0.30091524
0,0.2953115
0,0.31259423
0,0.31461966
0,0.32773396
1,0.34346813
1,0.3499318
1,0.3499318
1,0.34201264
0,0.17558748
0,0.29456967
1,0.2965534
0,0.15402599
0,0.29445106
0,0.2965534
0,0.2965534
0,0.29344532
0,0.31318885
0,0.26468006
1,0.32694975
1,0.32022697
0,0.17162502
1,0.302659
1,0.27642775
0,0.16952266
0,0.16713755
0,0.27814594
0,0.20915617
1,0.31384268
0,0.26778814
1,0.2501134
0,0.17802195
0,0.20775187
0,0.27929974
0,0.25331998
0,0.25331998
0,0.21723673
0,0.25069565
1,0.30051088
0,0.16344544
0,0.2957225
0,0.16344544
0,0.28519267
0,0.29781976
0,0.27642775
0,0.26126236
0,0.26126236
0,0.26126236
0,0.166941
0,0.25854453
0,0.27074346
0,0.26705256
0,0.26352158
0,0.27176777
0,0.24696289
0,0.25478405
0,0.2430222
0,0.25219753
0,0.2430222
0,0.24100487
0,0.23723203
1,0.28631023
0,0.2650987
1,0.28634202
0,0.26872694
0,0.18533452
0,0.25546524
0,0.27096352
0,0.24886866
1,0.26468423
0,0.24886866
0,0.24886866
0,0.23800912
0,0.2597046
0,0.26866063
0,0.2718694
0,0.24832706
0,0.24832706
1,0.31410527
1,0.25197098
0,0.24513724
1,0.24863683
0,0.2478245
0,0.25225648
0,0.25546524
0,0.25750935
0,0.26888686
0,0.21536705
0,0.26706302
0,0.3008271
0,0.25088182
0,0.2543549
0,0.23177436
0,0.22476894
0,0.22813046
1,0.26975045
1,0.24517953
0,0.24197079
0,0.18743688
0,0.22884607
0,0.24022357
0,0.21765196
0,0.18533452
0,0.24022357
0,0.18469137
0,0.24424994
0,0.24424994
0,0.18948099
0,0.24832706
0,0.24511832
0,0.24424994
0,0.24424994
0,0.2410412
0,0.24424994
0,0.24424994
0,0.26957557
0,0.28737158
