y_true,y_pred
0,-0.032162882
0,0.20883483
0,0.14575835
0,0.16086592
0,0.15464057
0,0.16147217
0,0.15517701
0,0.16052228
0,0.15936519
0,0.17833042
0,0.16494727
0,0.16987346
0,0.18026975
0,0.16594407
0,0.1875467
0,0.22033949
0,0.218164
0,0.22246969
0,0.22349095
0,0.22881447
0,0.2121346
0,0.22909714
0,0.22572877
0,0.18589164
0,0.21388094
0,0.23357028
0,0.22476326
0,0.22252809
0,0.22651275
0,0.18446288
0,0.2362642
0,0.25570664
0,0.29912964
0,0.31064653
0,0.097436555
0,0.34391093
0,0.3496185
0,0.42133072
1,0.46519288
1,0.422734
0,0.12291391
1,0.3315192
1,0.40350693
0,0.3009213
1,0.35078853
0,0.32744426
0,0.3205093
0,0.30933094
0,0.2999728
0,0.28658983
0,0.30738118
0,0.27544436
0,0.2891564
0,0.43708646
0,0.47814664
0,0.49436647
0,0.47485828
1,0.4899483
1,0.4833982
0,0.4814861
1,0.4769257
1,0.48530176
1,0.62221354
1,0.65872496
1,0.62941563
1,0.62758166
1,0.5742952
1,0.46462923
1,0.4871906
1,0.4412955
1,0.48398557
0,0.16529927
0,0.22422236
0,0.22466628
0,0.2057509
0,0.20997769
0,0.20700799
0,0.21965344
0,0.2972732
0,0.34587273
0,0.3343585
1,0.35332188
1,0.4991385
0,0.13291073
1,0.49134764
1,0.4710101
0,0.11307328
0,0.38111287
0,0.24681602
0,0.19614968
1,0.39936474
0,0.1915123
0,0.1428838
0,-0.033658817
0,0.1106074
0,0.1390574
0,0.12404312
0,0.13059714
0,0.1132115
0,0.13956462
0,0.18734026
0,0.12441
0,0.18534201
0,0.17184167
0,0.15869987
0,0.19587076
0,0.18361792
0,0.16567679
0,0.19799866
0,0.18799786
0,0.09889842
0,0.16685662
0,0.15981652
0,0.21566565
0,0.22511238
0,0.23470272
0,0.2589731
0,0.24848737
0,0.24212739
0,0.24212739
0,0.21949983
0,0.22306614
0,0.22123222
0,0.21848021
0,0.22973596
0,0.22159618
0,0.21417458
0,0.1862156
0,0.16103782
0,0.19201794
0,0.17746201
0,0.17682001
0,0.19079103
0,0.19013552
0,0.17936276
0,0.24392784
0,0.25114554
0,0.23816088
0,0.23222727
1,0.23870607
1,0.23870607
1,0.22181214
0,0.18750095
0,0.14311403
0,0.15873674
0,0.15866251
0,0.15737382
0,0.16147947
0,0.15510653
0,0.14219753
0,0.15038238
0,0.15618514
0,0.16296187
0,0.1531695
0,0.16167319
0,0.16403173
0,0.16403449
0,0.19259353
0,0.20413709
0,0.18478806
0,0.0085502295
0,0.19057186
0,0.17715587
0,0.17985988
0,0.1592135
0,0.15708345
0,0.15273815
0,0.15401867
0,0.15615092
0,0.14728434
0,0.1478451
0,0.1517731
0,0.13922481
0,0.13683568
0,0.14717227
0,0.13529922
0,0.14896649
0,0.18571085
0,0.19118822
0,0.18467766
0,0.24876116
0,0.2901341
0,0.29365367
0,0.35239002
1,0.37979904
0,0.23683907
1,0.37204337
0,0.30859464
1,0.33015466
1,0.33580896
0,0.09725851
1,0.26953015
0,0.19822785
0,0.19327442
1,0.22369528
0,0.12705438
0,0.1731236
0,0.042789724
0,0.23198631
0,0.20448685
0,0.22404781
0,0.23477902
0,0.33892587
0,0.30146268
0,0.30742684
0,0.3268147
1,0.36942834
0,0.17623319
0,0.3642159
0,0.32196075
0,0.22014025
0,0.3139982
0,0.33160213
0,0.31204116
0,0.33086362
0,0.3178233
1,0.3345377
